Food_Name,Category_ID,Raw_Weight_g,Cooking_Method,Fat_Added_tbsp,Raw_Calories,Raw_Fat_g,Target_Final_Weight_g,Target_Final_Calories
"Jams, preserves, marmalades, sweetened with fruit juice",19,100,Roast,1,212,0,98.4,306.7
"Candies, Tamarind",19,100,Boil,0,331,0,106.5,282.7
"Candies, coconut bar, not chocolate covered",19,100,Steam,0,481,0,96,507.9
"Barley, hulled",20,100,Steam,0,354,0,104.1,342.5
"Barley, pearled, raw",20,100,Steam,0,352,0,95.3,345.1
"Barley, pearled, cooked",20,100,Fry,2,123,0,108.8,357.4
Buckwheat,20,100,Boil,0,343,0,104.3,321.5
"Bulgur, cooked",20,100,Boil,0,83,0,100.4,84
"Corn grain, yellow",20,100,Boil,0,365,0,110,379.1
"Corn bran, crude",20,100,Boil,0,224,0,105.5,232.6
"Corn flour, whole-grain, yellow",20,100,Fry,2,361,0,118.4,577.7
"Fast foods, nachos, with cheese",21,100,Roast,2,343,0,105,587.1
"Fast foods, nachos, with cheese, beans, ground beef, and tomatoes",21,100,Roast,1,219,0,89.5,344
"Fast foods, cheeseburger, double, regular patty and bun, with condiments",21,100,Roast,2,282,0,112.2,472.5
"Fast foods, cheeseburger; single, large patty; plain",21,100,Boil,0,310,0,109.5,287.4
"Fast foods, chicken fillet sandwich, plain with pickles",21,100,Steam,0,250,0,103,214.3
"Fast foods, fish sandwich, with tartar sauce",21,100,Boil,0,257,0,105.4,254.1
"Fast foods, fish sandwich, with tartar sauce and cheese",21,100,Steam,0,279,0,95.1,234.3
"Fast foods, submarine sandwich, roast beef on white bread with lettuce and tomato",21,100,Steam,0,156,0,103,137.3
"Fast foods, submarine sandwich, tuna on white bread with lettuce and tomato",21,100,Steam,0,218,0,104,219.6
"Fast foods, coleslaw",21,100,Fry,1,153,0,97.4,282.8
"Fast foods, hush puppies",21,100,Steam,0,296,0,100.8,270
"Fast food, biscuit",21,100,Roast,0,370,0,80.2,389.8
"CHICK-FIL-A, Chick-n-Strips",21,100,Roast,2,228,0,112.1,506.6
"CHICK-FIL-A, hash browns",21,100,Boil,0,301,0,106.6,276
"School Lunch, pizza, BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Cheese Pizza, frozen",21,100,Steam,0,243,0,103.9,222.5
"Fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce",21,100,Roast,2,155,0,111.6,361.5
"SUBWAY, SUBWAY CLUB sub on white bread with lettuce and tomato",21,100,Roast,1,146,0,93.8,253.7
"Fast foods, submarine sandwich, turkey, roast beef and ham on white bread with lettuce and tomato",21,100,Steam,0,146,0,95,129.2
"Fast foods, submarine sandwich, oven roasted chicken on white bread with lettuce and tomato",21,100,Roast,2,157,0,108.8,374.7
"SUBWAY, steak & cheese sub on white bread with American cheese, lettuce and tomato",21,100,Fry,2,183,0,115.1,440.5
"Fast foods, submarine sandwich, steak and cheese on white bread with cheese, lettuce and tomato",21,100,Steam,0,183,0,102.7,156.8
"SUBWAY, B.L.T. sub on white bread with bacon, lettuce and tomato",21,100,Roast,0,205,0,81.1,204
"Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread",21,100,Roast,2,205,0,105.7,426.3
"SUBWAY, oven roasted chicken sub on white bread with lettuce and tomato",21,100,Roast,2,157,0,112.2,420.3
"SUBWAY, cold cut sub on white bread with lettuce and tomato",21,100,Roast,0,214,0,80.5,203.2
"SUBWAY, tuna sub on white bread with lettuce and tomato",21,100,Boil,0,221,0,101.8,228.4
"Pizza, cheese topping, regular crust, frozen, cooked",21,100,Fry,0,268,0,81.1,238.7
"Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise",21,100,Steam,0,276,0,99.5,284.4
"McDONALD'S, FILET-O-FISH",21,100,Boil,0,282,0,104.1,291.3
"McDONALD'S, Cheeseburger",21,100,Fry,0,263,0,82.3,261
"McDONALD'S, QUARTER POUNDER",21,100,Boil,0,244,0,104.6,256.8
"WENDY'S, CLASSIC SINGLE Hamburger, with cheese",21,100,Steam,0,221,0,96.8,226.8
"WENDY'S, Jr. Hamburger, without cheese",21,100,Fry,2,243,0,110.8,478.8
"WENDY'S, Jr. Hamburger, with cheese",21,100,Steam,0,256,0,95.6,264.1
"WENDY'S, CLASSIC DOUBLE, with cheese",21,100,Steam,0,241,0,95.3,229.6
"WENDY'S, Frosty Dairy Dessert",21,100,Roast,2,132,0,102.9,365.9
"BURGER KING, french fries",21,100,Steam,0,280,0,101.6,279.7
"BURGER KING, Hamburger",21,100,Roast,1,261,0,97,338.1
"BURGER KING, Cheeseburger",21,100,Fry,0,286,0,83.8,267.4
"BURGER KING, Premium Fish Sandwich",21,100,Fry,2,260,0,110.9,504.1
"BURGER KING, Original Chicken Sandwich",21,100,Boil,0,286,0,107.4,261.7
"TACO BELL, Original Taco with beef, cheese and lettuce",21,100,Steam,0,229,0,103.3,234.8
"TACO BELL, Soft Taco with beef, cheese and lettuce",21,100,Fry,0,206,0,84.2,197.2
"TACO BELL, BURRITO SUPREME with chicken",21,100,Steam,0,179,0,97.5,162.3
"TACO BELL, BURRITO SUPREME with steak",21,100,Roast,2,183,0,103.4,412
"TACO BELL, Nachos",21,100,Roast,2,350,0,109.3,553.7
"TACO BELL, Nachos Supreme",21,100,Boil,0,223,0,100.7,196.5
"POPEYES, Spicy Chicken Strips, analyzed 2006",21,100,Fry,0,253,0,86.5,230.9
"KFC, biscuit",21,100,Steam,0,358,0,96.7,318.2
"KFC, Coleslaw",21,100,Fry,1,144,0,100.2,267.9
"KFC, Crispy Chicken Strips",21,100,Roast,1,274,0,97.1,370.1
"KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat only, skin and breading removed",21,100,Roast,0,216,0,83.5,198.5
"KFC, Fried Chicken, EXTRA CRISPY, Skin and Breading",21,100,Fry,2,464,0,114.1,664.8
"KFC, Fried Chicken, EXTRA CRISPY, Breast, meat only, skin and breading removed",21,100,Steam,0,153,0,100.2,145
"KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat only, skin and breading removed",21,100,Boil,0,170,0,100.2,148.7
"KFC, Fried Chicken, ORIGINAL RECIPE, Thigh, meat and skin with breading",21,100,Fry,0,269,0,87.9,238.3
"KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat and skin with breading",21,100,Steam,0,297,0,104.8,285.9
"KFC, Fried Chicken, EXTRA CRISPY, Breast, meat and skin with breading",21,100,Steam,0,268,0,98.2,244.3
"KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat and skin with breading",21,100,Steam,0,274,0,96.1,234.7
"POPEYES, Fried Chicken, Mild, Skin and Breading",21,100,Steam,0,433,0,102.6,394.1
"POPEYES, Fried Chicken, Mild, Thigh, meat only, skin and breading removed",21,100,Boil,0,188,0,100.5,174.9
"POPEYES, Fried Chicken, Mild, Wing, meat only, skin and breading removed",21,100,Boil,0,212,0,109.7,184.6
"POPEYES, Fried Chicken, Mild, Breast, meat and skin with breading",21,100,Fry,2,274,0,107.5,545.7
"POPEYES, Fried Chicken, Mild, Drumstick, meat and skin with breading",21,100,Steam,0,293,0,96.9,308.3
"Yogurt parfait, lowfat, with fruit and granola",21,100,Fry,1,84,0,99.6,189.4
"Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed",21,100,Fry,2,153,0,110,442.7
"Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed",21,100,Steam,0,172,0,104.8,172.2
"Fast Foods, Fried Chicken, Thigh, meat only, skin and breading removed",21,100,Roast,1,178,0,94.5,293.4
"Fast Foods, Fried Chicken, Thigh, meat and skin and breading",21,100,Boil,0,274,0,102.1,255.2
"Fast Foods, Fried Chicken, Wing, meat and skin and breading",21,100,Steam,0,310,0,102.7,323.1
"DIGIORNO Pizza, cheese topping, cheese stuffed crust, frozen, baked",21,100,Roast,0,279,0,82.8,245.8
"DIGIORNO Pizza, cheese topping, rising crust, frozen, baked",21,100,Fry,1,256,0,96.3,382.3
"DIGIORNO Pizza, supreme topping, rising crust, frozen, baked",21,100,Fry,1,255,0,102.5,328.1
"DIGIORNO Pizza, supreme topping, thin crispy crust, frozen, baked",21,100,Boil,0,255,0,103.8,255.8
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust",21,100,Roast,1,282,0,91.7,413.2
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust",21,100,Boil,0,321,0,108.9,316
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust",21,100,Boil,0,280,0,103.2,242.4
"Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread",21,100,Steam,0,182,0,100,163.7
"PIZZA HUT 14"" Pepperoni Pizza, THIN 'N CRISPY Crust",21,100,Steam,0,333,0,98.9,334.4
"DOMINO'S 14"" Pepperoni Pizza, Crunchy Thin Crust",21,100,Fry,0,328,0,84.9,283.9
"DOMINO'S 14"" Sausage Pizza, Crunchy Thin Crust",21,100,Steam,0,319,0,103.9,294.7
"PIZZA HUT 14"" Sausage Pizza, Pan Crust",21,100,Boil,0,287,0,105.3,267.3
"Pizza, cheese topping, thin crust, frozen, cooked",21,100,Boil,0,263,0,108.9,249.2
"BURGER KING, Double Cheeseburger",21,100,Steam,0,282,0,102,282.2
"Beet greens, raw",11,100,Roast,2,22,0,113,264.5
"Beet greens, cooked, boiled, drained, without salt",11,100,Boil,0,27,0,102.8,22.9
"Broadbeans, immature seeds, raw",11,100,Boil,0,72,0,100.6,69.8
"Broadbeans, immature seeds, cooked, boiled, drained, without salt",11,100,Roast,0,62,0,77.5,65.1
"Broccoli, raw",11,100,Fry,0,34,0,87.3,29.3
"Broccoli, frozen, spears, cooked, boiled, drained, without salt",11,100,Boil,0,28,0,101.4,29.7
"Broccoli raab, raw",11,100,Fry,0,22,0,81.7,22.9
"Broccoli raab, cooked",11,100,Steam,0,25,0,99.1,22.9
"Brussels sprouts, raw",11,100,Boil,0,43,0,103.8,39.9
"Burdock root, cooked, boiled, drained, without salt",11,100,Steam,0,88,0,96.4,74.2
"Butterbur, (fuki), raw",11,100,Boil,0,14,0,100.5,12.5
"Butterbur, cooked, boiled, drained, without salt",11,100,Steam,0,8,0,102.2,7.4
"Butterbur, canned",11,100,Boil,0,3,0,103.9,3.2
"Cabbage, savoy, raw",11,100,Steam,0,27,0,102.3,23.2
"Cabbage, savoy, cooked, boiled, drained, without salt",11,100,Steam,0,24,0,104.1,22.2
"Cabbage, chinese (pak-choi), raw",11,100,Steam,0,13,0,101.2,13.5
"Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt",11,100,Boil,0,12,0,103.4,12.6
"Cabbage, kimchi",11,100,Boil,0,15,0,106.5,13.2
"Carrots, raw",11,100,Fry,1,41,0,99.7,146.2
"Carrots, cooked, boiled, drained, without salt",11,100,Steam,0,35,0,102.5,36.1
"Carrots, canned, regular pack, solids and liquids",11,100,Steam,0,23,0,97.6,23.7
"Carrots, canned, regular pack, drained solids",11,100,Roast,1,25,0,95.9,132.3
"Cauliflower, cooked, boiled, drained, without salt",11,100,Fry,2,23,0,113,271.2
"Cauliflower, frozen, unprepared",11,100,Fry,2,24,0,108,255.1
"Cauliflower, frozen, cooked, boiled, drained, without salt",11,100,Boil,0,19,0,100.1,17.7
"Celeriac, raw",11,100,Fry,1,42,0,101,152.5
"Chard, swiss, cooked, boiled, drained, without salt",11,100,Fry,2,20,0,115.2,290.8
"Chayote, fruit, raw",11,100,Fry,2,19,0,115.7,281
"Chayote, fruit, cooked, boiled, drained, without salt",11,100,Fry,0,24,0,81.6,23.1
"Chicory, witloof, raw",11,100,Boil,0,17,0,101.1,17.1
"Chrysanthemum, garland, cooked, boiled, drained, without salt",11,100,Roast,1,20,0,95.4,137
"Collards, raw",11,100,Steam,0,32,0,96.9,32.3
"Collards, cooked, boiled, drained, without salt",11,100,Fry,0,33,0,81.5,31.5
"Collards, frozen, chopped, unprepared",11,100,Roast,0,33,0,81.9,29.1
"Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids",11,100,Steam,0,61,0,102.6,52.5
"Onions, frozen, chopped, unprepared",11,100,Fry,0,29,0,86.4,26.5
"Onions, frozen, chopped, cooked, boiled, drained, without salt",11,100,Fry,1,28,0,100.6,161.9
"Onions, frozen, whole, unprepared",11,100,Fry,0,35,0,82.2,31.6
"Onions, frozen, whole, cooked, boiled, drained, without salt",11,100,Roast,2,28,0,108.7,266.1
"Onion rings, breaded, par fried, frozen, unprepared",11,100,Boil,0,258,0,102.6,250.4
"Onion rings, breaded, par fried, frozen, prepared, heated in oven",11,100,Boil,0,276,0,101.4,231.4
"Parsley, fresh",11,100,Steam,0,36,0,103,37
"Parsnips, raw",11,100,Boil,0,75,0,105.8,63.8
"Peas, edible-podded, frozen, cooked, boiled, drained, without salt",11,100,Fry,0,52,0,82.8,53.3
"Peas, green, raw",11,100,Boil,0,81,0,110.1,82.9
"Peas, green, cooked, boiled, drained, without salt",11,100,Steam,0,84,0,101.3,78.5
"Peas, green, canned, regular pack, solids and liquids",11,100,Roast,1,58,0,94.4,172.2
"Peas, mature seeds, sprouted, raw",11,100,Fry,2,124,0,116.9,344.2
"Peas, mature seeds, sprouted, cooked, boiled, drained, without salt",11,100,Fry,2,98,0,113,344.9
"Peas and carrots, canned, regular pack, solids and liquids",11,100,Fry,1,38,0,94.5,143.3
"Peas and carrots, frozen, unprepared",11,100,Boil,0,53,0,100.8,48.3
"Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids",11,100,Roast,0,21,0,77.2,18.5
"Peppers, sweet, green, raw",11,100,Boil,0,20,0,103.4,17.7
"Peppers, sweet, green, cooked, boiled, drained, without salt",11,100,Boil,0,28,0,109.3,23.5
"Peppers, sweet, green, canned, solids and liquids",11,100,Boil,0,18,0,101.4,19
"Pigeonpeas, immature seeds, cooked, boiled, drained, without salt",11,100,Fry,1,111,0,94.7,236.2
Poi,11,100,Fry,2,112,0,111.5,373.7
"Pokeberry shoots, (poke), raw",11,100,Roast,0,23,0,81.3,23.9
"Pokeberry shoots, (poke), cooked, boiled, drained, without salt",11,100,Roast,1,20,0,92.8,155.3
"Potatoes, white, flesh and skin, baked",11,100,Steam,0,92,0,95.5,97.9
"Potatoes, red, flesh and skin, baked",11,100,Steam,0,87,0,102.7,91.4
"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased",11,100,Fry,1,146,0,97.9,282.3
"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, oven-heated",11,100,Fry,2,161,0,109.2,429.7
"Potatoes, boiled, cooked in skin, flesh, without salt",11,100,Steam,0,87,0,96.3,87.6
"Potatoes, boiled, cooked in skin, skin, without salt",11,100,Roast,0,78,0,83.4,70.3
"Potatoes, boiled, cooked without skin, flesh, without salt",11,100,Boil,0,86,0,105.4,81.7
"Potatoes, microwaved, cooked in skin, flesh, without salt",11,100,Fry,2,100,0,116.8,321.7
"Potatoes, au gratin, home-prepared from recipe using butter",11,100,Roast,1,134,0,96,246.6
"Potatoes, canned, solids and liquids",11,100,Steam,0,44,0,100.6,44.6
"Potatoes, canned, drained solids",11,100,Fry,0,60,0,88.8,53.3
"Potatoes, mashed, dehydrated, flakes without milk, dry form",11,100,Steam,0,354,0,98.2,361.6
"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and butter added",11,100,Boil,0,97,0,106.1,96.2
"Potatoes, au gratin, dry mix, unprepared",11,100,Boil,0,314,0,104.3,317.9
"Potatoes, au gratin, dry mix, prepared with water, whole milk and butter",11,100,Boil,0,93,0,109.7,85.9
"Potatoes, scalloped, dry mix, unprepared",11,100,Steam,0,358,0,101.4,356.7
"Potatoes, scalloped, dry mix, prepared with water, whole milk and butter",11,100,Roast,0,93,0,76.7,81.7
"Potatoes, french fried, shoestring, salt added in processing, frozen, as purchased",11,100,Fry,0,163,0,82.2,138.8
"Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated",11,100,Roast,0,194,0,83.3,193.3
"Potatoes, o'brien, frozen, unprepared",11,100,Steam,0,76,0,102.7,69.8
"Potatoes, o'brien, frozen, prepared",11,100,Boil,0,204,0,104.1,177
"Taro, tahitian, cooked, without salt",11,100,Fry,0,44,0,85.1,37.6
"Tomatoes, green, raw",11,100,Boil,0,23,0,106.7,22.9
"Tomatoes, red, ripe, raw, year round average",11,100,Boil,0,18,0,105,19
"Tomato juice, canned, with salt added",11,100,Roast,1,17,0,93.5,135
"Tomato products, canned, paste, without salt added (Includes foods for USDA's Food Distribution Program)",11,100,Fry,0,82,0,85.4,83.4
"Tomato products, canned, puree, without salt added",11,100,Fry,2,38,0,117.8,322.2
Tomato powder,11,100,Boil,0,302,0,110.1,274.4
"Tomato products, canned, sauce, with onions, green peppers, and celery",11,100,Boil,0,41,0,107.9,35.2
"Tomato products, canned, sauce, with tomato tidbits",11,100,Steam,0,32,0,104.4,28.6
"Tree fern, cooked, without salt",11,100,Boil,0,40,0,108.7,41.5
"Turnips, raw",11,100,Roast,1,28,0,92.4,148
"Turnip greens, cooked, boiled, drained, without salt",11,100,Roast,2,20,0,112.5,245.1
"Turnip greens, canned, solids and liquids",11,100,Boil,0,14,0,105.9,12.5
"Turnip greens, frozen, unprepared",11,100,Roast,0,22,0,82.5,22
"Turnip greens, frozen, cooked, boiled, drained, without salt",11,100,Boil,0,29,0,100.5,30.4
"Turnip greens and turnips, frozen, unprepared",11,100,Steam,0,21,0,99.7,17.7
"Vegetables, mixed, frozen, unprepared",11,100,Roast,2,72,0,105.4,349.2
"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",11,100,Steam,0,65,0,99.6,54.9
"Vegetable juice cocktail, low sodium, canned",11,100,Roast,2,19,0,113.2,260.3
"Vinespinach, (basella), raw",11,100,Roast,0,19,0,83.6,20.1
"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt",11,100,Fry,1,14,0,99.8,134
"Winged beans, immature seeds, raw",11,100,Steam,0,49,0,100.8,45.3
"Winged beans, immature seeds, cooked, boiled, drained, without salt",11,100,Roast,2,38,0,108.7,287.5
"Winged bean leaves, raw",11,100,Boil,0,74,0,101.1,74.3
"Beets, harvard, canned, solids and liquids",11,100,Roast,1,73,0,93.8,201.7
"Beets, pickled, canned, solids and liquids",11,100,Boil,0,65,0,106.5,62.7
"Borage, raw",11,100,Roast,2,21,0,111.3,253
"Borage, cooked, boiled, drained, without salt",11,100,Fry,0,25,0,80.9,23.5
"Drumstick pods, raw",11,100,Roast,1,37,0,96,145.3
"Drumstick pods, cooked, boiled, drained, without salt",11,100,Steam,0,36,0,100.2,30.5
"Leeks, (bulb and lower-leaf portion), freeze-dried",11,100,Boil,0,321,0,99.9,278.8
"Parsley, freeze-dried",11,100,Roast,1,271,0,92.6,375.1
"Squash, summer, all varieties, raw",11,100,Steam,0,16,0,100.7,15.2
"Squash, summer, all varieties, cooked, boiled, drained, without salt",11,100,Roast,2,20,0,104.3,287.7
"Squash, winter, all varieties, raw",11,100,Steam,0,34,0,101.4,29.5
"Squash, winter, all varieties, cooked, baked, without salt",11,100,Boil,0,37,0,107.5,37.7
"Carrot juice, canned",11,100,Boil,0,40,0,104.7,39.8
"Corn pudding, home prepared",11,100,Steam,0,131,0,103,127.5
"Potatoes, mashed, home-prepared, whole milk added",11,100,Steam,0,83,0,97.3,73.4
Spinach souffle,11,100,Roast,2,172,0,103.9,425.8
"Seaweed, spirulina, dried",11,100,Roast,0,290,0,81.6,257.8
"Seaweed, wakame, raw",11,100,Fry,0,45,0,85.5,45.3
"Peppers, hot chili, green, raw",11,100,Roast,1,40,0,92.6,175.4
"Potatoes, o'brien, home-prepared",11,100,Fry,2,81,0,109.2,365.3
"Shallots, raw",11,100,Fry,0,72,0,83.5,63.2
"Carrot, dehydrated",11,100,Roast,0,341,0,76.1,352.9
"Tomatoes, crushed, canned",11,100,Steam,0,32,0,103.9,33.4
"Tomatoes, orange, raw",11,100,Roast,0,16,0,83.9,16.9
"Mustard greens, cooked, boiled, drained, with salt",11,100,Steam,0,26,0,100.7,25.7
"Mustard greens, frozen, cooked, boiled, drained, with salt",11,100,Boil,0,19,0,106.7,19
"Mustard spinach, (tendergreen), cooked, boiled, drained, with salt",11,100,Fry,2,16,0,109.2,249.7
"New zealand spinach, cooked, boiled, drained, with salt",11,100,Roast,1,12,0,93.7,130.6
"Onions, frozen, whole, cooked, boiled, drained, with salt",11,100,Boil,0,26,0,102,24.9
"Parsnips, cooked, boiled, drained, with salt",11,100,Boil,0,71,0,105.7,74.7
"Peas, edible-podded, cooked, boiled, drained, with salt",11,100,Roast,2,40,0,104.4,265.4
"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",11,100,Fry,2,50,0,115.7,325.4
"Peas, mature seeds, sprouted, cooked, boiled, drained, with salt",11,100,Boil,0,98,0,107,104.1
"Peas and carrots, canned, no salt added, solids and liquids",11,100,Fry,0,38,0,83.7,40
"Peas and carrots, frozen, cooked, boiled, drained, with salt",11,100,Fry,2,48,0,109.2,314.5
"Peas and onions, frozen, cooked, boiled, drained, with salt",11,100,Fry,0,45,0,86.9,39.8
"Peppers, sweet, red, cooked, boiled, drained, with salt",11,100,Steam,0,26,0,100.7,23.9
"Peppers, sweet, green, frozen, chopped, cooked, boiled, drained, with salt",11,100,Boil,0,16,0,109.5,14.3
"Pigeonpeas, immature seeds, cooked, boiled, drained, with salt",11,100,Roast,0,111,0,79.1,101.8
"Pokeberry shoots, (poke), cooked, boiled, drained, with salt",11,100,Steam,0,20,0,95.6,18.7
"Potatoes, boiled, cooked in skin, skin, with salt",11,100,Boil,0,78,0,100.5,79.4
"Potatoes, boiled, cooked without skin, flesh, with salt",11,100,Boil,0,86,0,110.2,83.2
"Potatoes, microwaved, cooked, in skin, flesh and skin, with salt",11,100,Fry,2,105,0,117.6,360.8
"Potatoes, microwaved, cooked in skin, flesh, with salt",11,100,Boil,0,100,0,102.6,106.1
"Potatoes, french fried, all types, salt not added in processing, frozen, as purchased",11,100,Steam,0,147,0,104.8,146.5
"Potatoes, au gratin, home-prepared from recipe using margarine",11,100,Roast,2,132,0,103.6,404.3
